session_start,session_close,session_type,atm_iv,iv_52w_low,iv_52w_high,iv_rank,rv_5d,vrp,signal
2025-01-04 08:00:00+00:00,2025-01-05 08:00:00+00:00,weekend,20.875,20.875,20.875,50.0,0.4504435240623909,20.42455647593761,False
2025-01-06 08:00:00+00:00,2025-01-07 08:00:00+00:00,weekday,45.75,45.75,45.75,50.0,0.2670613232356936,45.482938676764306,False
2025-01-06 08:00:00+00:00,2025-01-07 08:00:00+00:00,weekday,45.75,45.75,45.75,50.0,0.2670498948933977,45.4829501051066,False
2025-01-11 08:00:00+00:00,2025-01-12 08:00:00+00:00,weekend,25.275,20.875,25.275,99.9999772727376,0.5483734713938817,24.72662652860612,True
2025-01-13 08:00:00+00:00,2025-01-14 08:00:00+00:00,weekday,56.870000000000005,45.75,56.870000000000005,99.99999100719586,0.4875968694517756,56.38240313054823,True
2025-01-18 08:00:00+00:00,2025-01-19 08:00:00+00:00,weekend,38.025000000000006,20.875,38.025000000000006,99.99999416909691,0.5509741952566602,37.47402580474335,True
2025-01-20 08:00:00+00:00,2025-01-21 08:00:00+00:00,weekday,108.285,45.75,108.285,99.99999840089554,0.740911180137928,107.54408881986207,True
2025-01-25 08:00:00+00:00,2025-01-26 08:00:00+00:00,weekend,22.99,20.875,38.025000000000006,12.332365908761982,0.6867610751068068,22.30323892489319,False
2025-01-27 08:00:00+00:00,2025-01-28 08:00:00+00:00,weekday,73.99000000000001,45.75,108.285,45.158711276606354,0.4738996366005839,73.51610036339943,False
2025-02-01 08:00:00+00:00,2025-02-02 08:00:00+00:00,weekend,19.695,19.695,38.025000000000006,5.455536775173291e-06,0.4757213585929505,19.21927864140705,False
2025-02-03 08:00:00+00:00,2025-02-04 08:00:00+00:00,weekday,70.315,45.75,108.285,39.282002421619815,0.5623389211324222,69.75266107886758,False
2025-02-08 08:00:00+00:00,2025-02-09 08:00:00+00:00,weekend,22.15,19.695,38.025000000000006,13.393348238587196,0.5839414818725741,21.566058518127424,False
2025-02-10 08:00:00+00:00,2025-02-11 08:00:00+00:00,weekday,48.055,45.75,108.285,3.685937357130012,0.4136575384217726,47.641342461578226,False
2025-02-15 08:00:00+00:00,2025-02-16 08:00:00+00:00,weekend,16.16,16.16,38.025000000000006,4.573518904777598e-06,0.3756963171550517,15.784303682844948,False
2025-02-17 08:00:00+00:00,2025-02-18 08:00:00+00:00,weekday,39.435,39.435,108.285,1.4524327827906237e-06,0.3062216313873721,39.12877836861263,False
2025-02-22 08:00:00+00:00,2025-02-23 08:00:00+00:00,weekend,21.130000000000003,16.16,38.025000000000006,22.730393530263576,0.3549503357306371,20.775049664269364,False
2025-02-24 08:00:00+00:00,2025-02-25 08:00:00+00:00,weekday,38.730000000000004,38.730000000000004,108.285,1.4377111224869208e-06,0.2878738209762004,38.4421261790238,False
2025-03-01 08:00:00+00:00,2025-03-02 08:00:00+00:00,weekend,30.395,16.16,38.025000000000006,65.104046183028,0.7169923015702805,29.67800769842972,True
2025-03-03 08:00:00+00:00,2025-03-04 08:00:00+00:00,weekday,59.61,38.730000000000004,108.285,30.019409675238023,0.8437202891240008,58.766279710876,False
2025-03-08 08:00:00+00:00,2025-03-09 08:00:00+00:00,weekend,32.625,16.16,38.025000000000006,75.30299334068205,1.046277987788521,31.57872201221148,True
2025-03-10 08:00:00+00:00,2025-03-11 08:00:00+00:00,weekday,71.92,38.730000000000004,108.285,47.717633593052014,0.8007768205153079,71.11922317948469,False
2025-03-15 08:00:00+00:00,2025-03-16 08:00:00+00:00,weekend,21.905,16.16,38.025000000000006,26.274870681466204,0.6916238436378297,21.213376156362173,False
2025-03-17 08:00:00+00:00,2025-03-18 08:00:00+00:00,weekday,52.66,38.730000000000004,108.285,20.027317373953917,0.4599298532742105,52.200070146725785,False
2025-03-22 08:00:00+00:00,2025-03-23 08:00:00+00:00,weekend,16.064999999999998,16.064999999999998,38.025000000000006,4.5537336472009415e-06,0.4273759383888342,15.637624061611163,False
2025-03-22 08:00:00+00:00,2025-03-23 08:00:00+00:00,weekend,16.064999999999998,16.064999999999998,38.025000000000006,4.5537336472009415e-06,0.4271820566053553,15.637817943394642,False
2025-03-24 08:00:00+00:00,2025-03-25 08:00:00+00:00,weekday,46.894999999999996,38.730000000000004,108.285,11.738912752816818,0.3728218556007573,46.52217814439924,False
2025-03-29 08:00:00+00:00,2025-03-30 08:00:00+00:00,weekend,20.52,16.064999999999998,38.025000000000006,20.286887952013853,0.3242647143034897,20.19573528569651,False
2025-03-31 08:00:00+00:00,2025-04-01 08:00:00+00:00,weekday,53.235,38.730000000000004,108.285,20.8540012693839,0.3241249540100449,52.910875045989954,False
2025-04-05 08:00:00+00:00,2025-04-06 08:00:00+00:00,weekend,30.585,16.064999999999998,38.025000000000006,66.12021711109134,0.5537335725621857,30.031266427437814,True
2025-04-07 08:00:00+00:00,2025-04-08 08:00:00+00:00,weekday,101.84,38.730000000000004,108.285,90.73395037786068,0.6410477410325296,101.19895225896748,True
2025-04-12 08:00:00+00:00,2025-04-13 08:00:00+00:00,weekend,30.655,16.064999999999998,38.025000000000006,66.4389784663954,0.8411297595466679,29.813870240453333,True
2025-04-14 08:00:00+00:00,2025-04-15 08:00:00+00:00,weekday,55.05,38.730000000000004,108.285,23.463446956697663,0.7116172239541364,54.33838277604586,False
2025-04-19 08:00:00+00:00,2025-04-20 08:00:00+00:00,weekend,16.990000000000002,16.064999999999998,38.025000000000006,4.212208177394538,0.3726870299949485,16.617312970005052,False
2025-04-21 08:00:00+00:00,2025-04-22 08:00:00+00:00,weekday,42.565,38.730000000000004,108.285,5.513623592448455,0.3369035845860566,42.228096415413944,False
2025-04-26 08:00:00+00:00,2025-04-27 08:00:00+00:00,weekend,18.82,16.064999999999998,38.025000000000006,12.545540751772252,0.4157029888647043,18.404297011135295,False
2025-04-28 08:00:00+00:00,2025-04-29 08:00:00+00:00,weekday,37.47,37.47,108.285,1.4121301585220602e-06,0.2970996646182791,37.17290033538172,False
2025-05-03 08:00:00+00:00,2025-05-04 08:00:00+00:00,weekend,18.015,16.064999999999998,38.025000000000006,8.879785165775496,0.3386101644112762,17.676389835588726,False
2025-05-05 08:00:00+00:00,2025-05-06 08:00:00+00:00,weekday,34.5,34.5,108.285,1.3552889786463651e-06,0.3120274622424799,34.18797253775752,False
2025-05-10 08:00:00+00:00,2025-05-11 08:00:00+00:00,weekend,26.424999999999997,16.064999999999998,38.025000000000006,47.176685138735394,0.3678838315770331,26.057116168422965,False
2025-05-12 08:00:00+00:00,2025-05-13 08:00:00+00:00,weekday,42.75,34.5,108.285,11.18113542912149,0.3468306734154894,42.40316932658451,False
2025-05-17 08:00:00+00:00,2025-05-18 08:00:00+00:00,weekend,17.065,16.064999999999998,38.025000000000006,4.553738200934605,0.3600107570379756,16.704989242962025,False
2025-05-19 08:00:00+00:00,2025-05-20 08:00:00+00:00,weekday,39.54,34.5,108.285,6.830657807666658,0.3836707703857797,39.15632922961422,False
2025-05-24 08:00:00+00:00,2025-05-25 08:00:00+00:00,weekend,28.465,16.064999999999998,38.025000000000006,56.46630177902533,0.512278417558794,27.952721582441207,True
2025-05-26 08:00:00+00:00,2025-05-27 08:00:00+00:00,weekday,35.86,34.5,108.285,1.8431943662480343,0.4674991814488914,35.392500818551106,False
2025-05-31 08:00:00+00:00,2025-06-01 08:00:00+00:00,weekend,21.225,16.064999999999998,38.025000000000006,23.497270173290524,0.3323893621320477,20.892610637867953,False
2025-06-02 08:00:00+00:00,2025-06-03 08:00:00+00:00,weekday,35.67,34.5,108.285,1.585689460305228,0.3112540532953143,35.35874594670469,False
2025-06-07 08:00:00+00:00,2025-06-08 08:00:00+00:00,weekend,16.325000000000003,16.064999999999998,38.025000000000006,1.1839753020059152,0.3491330274582817,15.975866972541722,False
2025-06-09 08:00:00+00:00,2025-06-10 08:00:00+00:00,weekday,32.475,32.475,108.285,1.3190871568635494e-06,0.310116346231216,32.16488365376878,False
2025-06-14 08:00:00+00:00,2025-06-15 08:00:00+00:00,weekend,22.35,16.064999999999998,38.025000000000006,28.62022052639158,0.3384218335530303,22.01157816644697,False
2025-06-16 08:00:00+00:00,2025-06-17 08:00:00+00:00,weekday,33.724999999999994,32.475,108.285,1.6488602651665845,0.3037891505012889,33.421210849498706,False
2025-06-21 08:00:00+00:00,2025-06-22 08:00:00+00:00,weekend,18.64,16.064999999999998,38.025000000000006,11.725868695276086,0.3229618205992822,18.31703817940072,False
2025-06-23 08:00:00+00:00,2025-06-24 08:00:00+00:00,weekday,37.68,32.475,108.285,6.865849970561929,0.415067089896412,37.26493291010359,False
2025-06-28 08:00:00+00:00,2025-06-29 08:00:00+00:00,weekend,14.14,14.14,38.025000000000006,4.186727721437912e-06,0.3454218274640042,13.794578172535996,False
2025-06-30 08:00:00+00:00,2025-07-01 08:00:00+00:00,weekday,28.4,28.4,108.285,1.2517994303861946e-06,0.2105762173162247,28.189423782683775,False
2025-07-05 08:00:00+00:00,2025-07-06 08:00:00+00:00,weekend,14.625,14.14,38.025000000000006,2.0305671316251064,0.2752458562841717,14.349754143715828,False
2025-07-07 08:00:00+00:00,2025-07-08 08:00:00+00:00,weekday,31.705,28.4,108.285,4.137198369225803,0.237013704863941,31.467986295136058,False
2025-07-12 08:00:00+00:00,2025-07-13 08:00:00+00:00,weekend,17.085,14.14,38.025000000000006,12.329917326362375,0.3866664577163358,16.698333542283667,False
2025-07-14 08:00:00+00:00,2025-07-15 08:00:00+00:00,weekday,42.09,28.4,108.285,17.13713545378644,0.402959105518589,41.68704089448141,False
2025-07-19 08:00:00+00:00,2025-07-20 08:00:00+00:00,weekend,16.275,14.14,38.025000000000006,8.938667871997657,0.3676050154811118,15.907394984518886,False
2025-07-21 08:00:00+00:00,2025-07-22 08:00:00+00:00,weekday,35.995000000000005,28.4,108.285,9.507417925582585,0.2715183059431547,35.72348169405685,False
2025-07-26 08:00:00+00:00,2025-07-27 08:00:00+00:00,weekend,14.11,14.11,38.025000000000006,4.181475711354738e-06,0.358556107412191,13.751443892587808,False
2025-07-28 08:00:00+00:00,2025-07-29 08:00:00+00:00,weekday,29.475,28.4,108.285,1.345685639464593,0.2983511639842329,29.17664883601577,False
2025-08-02 08:00:00+00:00,2025-08-03 08:00:00+00:00,weekend,16.745,14.11,38.025000000000006,11.018192680895453,0.3195255306934747,16.425474469306526,False
2025-08-04 08:00:00+00:00,2025-08-05 08:00:00+00:00,weekday,30.125,28.4,108.285,2.159355269215618,0.315855222053451,29.80914477794655,False
2025-08-09 08:00:00+00:00,2025-08-10 08:00:00+00:00,weekend,14.120000000000001,14.11,38.025000000000006,0.04181893858926526,0.264009670634403,13.855990329365598,False
2025-08-11 08:00:00+00:00,2025-08-12 08:00:00+00:00,weekday,35.245000000000005,28.4,108.285,8.56856835279294,0.2900085757405792,34.954991424259426,False
2025-08-16 08:00:00+00:00,2025-08-17 08:00:00+00:00,weekend,15.775,14.11,38.025000000000006,6.962161240881354,0.3319791574228853,15.443020842577114,False
2025-08-18 08:00:00+00:00,2025-08-19 08:00:00+00:00,weekday,33.845,28.4,108.285,6.816049150252261,0.3176954141173044,33.527304585882696,False
2025-08-23 08:00:00+00:00,2025-08-24 08:00:00+00:00,weekend,16.255000000000003,14.11,38.025000000000006,8.969269582331638,0.3894541075682927,15.86554589243171,False
2025-08-25 08:00:00+00:00,2025-08-26 08:00:00+00:00,weekday,40.16,28.4,108.285,14.721162553141076,0.3884388977738625,39.77156110222614,False
2025-08-30 08:00:00+00:00,2025-08-31 08:00:00+00:00,weekend,20.705,14.11,38.025000000000006,27.576836497860203,0.3752660569288824,20.329733943071115,False
2025-09-01 08:00:00+00:00,2025-09-02 08:00:00+00:00,weekday,39.400000000000006,28.4,108.285,13.769794986047579,0.3256737830958468,39.07432621690416,False
2025-09-06 08:00:00+00:00,2025-09-07 08:00:00+00:00,weekend,14.405000000000001,14.11,38.025000000000006,1.2335395163253662,0.418222249194865,13.986777750805135,False
2025-09-08 08:00:00+00:00,2025-09-09 08:00:00+00:00,weekday,31.225,28.4,108.285,3.536334642640434,0.3229441220094443,30.902055877990556,False
2025-09-13 08:00:00+00:00,2025-09-14 08:00:00+00:00,weekend,12.27,12.27,38.025000000000006,3.882740913784436e-06,0.2541663450993603,12.01583365490064,False
2025-09-15 08:00:00+00:00,2025-09-16 08:00:00+00:00,weekday,28.935000000000002,28.4,108.285,0.6697139470560493,0.21342316081238,28.721576839187623,False
2025-09-20 08:00:00+00:00,2025-09-21 08:00:00+00:00,weekend,11.5,11.5,38.025000000000006,3.7700279909498204e-06,0.209359137922303,11.290640862077696,False
2025-09-22 08:00:00+00:00,2025-09-23 08:00:00+00:00,weekday,30.54,28.4,108.285,2.678852032825888,0.1981317780688569,30.341868221931144,False
2025-09-27 08:00:00+00:00,2025-09-28 08:00:00+00:00,weekend,10.905000000000001,10.905000000000001,38.025000000000006,3.6873153622923766e-06,0.3086226244643243,10.596377375535678,False
2025-09-29 08:00:00+00:00,2025-09-30 08:00:00+00:00,weekday,26.095,26.095,108.285,1.2166929987421099e-06,0.2923473731799441,25.802652626820056,False
2025-10-04 08:00:00+00:00,2025-10-05 08:00:00+00:00,weekend,17.985,10.905000000000001,38.025000000000006,26.106196452345387,0.3108817148306559,17.674118285169342,False
2025-10-06 08:00:00+00:00,2025-10-07 08:00:00+00:00,weekday,33.510000000000005,26.095,108.285,9.021779802365751,0.3385572326447545,33.17144276735525,False
2025-10-11 08:00:00+00:00,2025-10-12 08:00:00+00:00,weekend,41.715,10.905000000000001,41.715,99.99999675430077,0.4968767385814236,41.21812326141858,True
2025-10-13 08:00:00+00:00,2025-10-14 08:00:00+00:00,weekday,41.47,26.095,108.285,18.70665607235294,0.510664181828083,40.959335818171915,False
2025-10-18 08:00:00+00:00,2025-10-19 08:00:00+00:00,weekend,24.255000000000003,10.905000000000001,41.715,43.330088066855694,0.4628285057194505,23.792171494280552,False
2025-10-20 08:00:00+00:00,2025-10-21 08:00:00+00:00,weekday,39.385000000000005,26.095,108.285,16.169851169975647,0.4356267653957429,38.94937323460426,False
2025-10-25 08:00:00+00:00,2025-10-26 08:00:00+00:00,weekend,16.245,10.905000000000001,41.715,17.33203717416182,0.4739858657883617,15.77101413421164,False
2025-10-27 08:00:00+00:00,2025-10-28 08:00:00+00:00,weekday,34.224999999999994,26.095,108.285,9.891715296466346,0.2972311143808268,33.927768885619166,False
2025-11-01 08:00:00+00:00,2025-11-02 08:00:00+00:00,weekend,16.240000000000002,10.905000000000001,41.715,17.315808677974122,0.4658188448390267,15.774181155160976,False
2025-11-03 08:00:00+00:00,2025-11-04 08:00:00+00:00,weekday,44.045,26.095,108.285,21.839640544113877,0.4491223509354357,43.59587764906457,False
2025-11-08 08:00:00+00:00,2025-11-09 08:00:00+00:00,weekend,20.369999999999997,10.905000000000001,41.715,30.720546529013514,0.5301499210250137,19.839850078974983,False
2025-11-10 08:00:00+00:00,2025-11-11 08:00:00+00:00,weekday,41.935,26.095,108.285,19.27241831676802,0.3913514520633954,41.543648547936606,False
2025-11-15 08:00:00+00:00,2025-11-16 08:00:00+00:00,weekend,28.689999999999998,10.905000000000001,41.715,57.72476418534473,0.5283301560711652,28.161669843928834,True
2025-11-17 08:00:00+00:00,2025-11-18 08:00:00+00:00,weekday,44.795,26.095,108.285,22.75216029317046,0.5183094822886022,44.2766905177114,False
2025-11-22 08:00:00+00:00,2025-11-23 08:00:00+00:00,weekend,40.445,10.905000000000001,41.715,95.8779587226252,0.7359216696973592,39.70907833030264,True
2025-11-24 08:00:00+00:00,2025-11-25 08:00:00+00:00,weekday,54.575,26.095,108.285,34.651417820868296,0.687396724655792,53.88760327534421,False
2025-11-29 08:00:00+00:00,2025-11-30 08:00:00+00:00,weekend,17.810000000000002,10.905000000000001,41.715,22.411556480911624,0.4243741505163021,17.3856258494837,False
2025-12-01 08:00:00+00:00,2025-12-02 08:00:00+00:00,weekday,51.474999999999994,26.095,108.285,30.879669524767746,0.4949163283223148,50.98008367167768,False
2025-12-06 08:00:00+00:00,2025-12-07 08:00:00+00:00,weekend,22.299999999999997,10.905000000000001,41.715,36.98474605746535,0.4933889449244495,21.806611055075546,False
2025-12-08 08:00:00+00:00,2025-12-09 08:00:00+00:00,weekday,47.435,26.095,108.285,25.96422980984963,0.4257812569084023,47.0092187430916,False
2025-12-13 08:00:00+00:00,2025-12-14 08:00:00+00:00,weekend,15.94,10.905000000000001,41.715,16.34209890671217,0.4881298705097829,15.451870129490217,False
2025-12-15 08:00:00+00:00,2025-12-16 08:00:00+00:00,weekday,37.665000000000006,26.095,108.285,14.077139212139217,0.3812582149664796,37.28374178503353,False
2025-12-20 08:00:00+00:00,2025-12-21 08:00:00+00:00,weekend,16.325,10.905000000000001,41.715,17.591693113164997,0.5801571878378907,15.744842812162108,False
2025-12-22 08:00:00+00:00,2025-12-23 08:00:00+00:00,weekday,47.185,26.095,108.285,25.6600565601641,0.5161074491686161,46.66889255083139,False
2025-12-27 08:00:00+00:00,2025-12-28 08:00:00+00:00,weekend,13.11,10.905000000000001,41.715,7.156770064474512,0.370914156626563,12.739085843373436,False
2025-12-29 08:00:00+00:00,2025-12-30 08:00:00+00:00,weekday,36.79,26.095,108.285,13.012532838239862,0.317128792322419,36.47287120767758,False
